Facility Code,Facility Name,Health Facility Type,Ownership Major Classification,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Latitude,Longitude
DOH000000000028379,NAVATAT BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BASISTA,0105509000,NAVATAT,0105509008,15.850387,120.394553
DOH000000000028378,NALNERAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BASISTA,0105509000,NALNERAN,0105509007,15.84495,120.414604
DOH000000000028377,MALIMPEC BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BASISTA,0105509000,MALIMPEC EAST,0105509005,15.848372,120.406968
DOH000000000028376,CABELDATAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BASISTA,0105509000,CABELDATAN,0105509003,15.882692,120.399285
DOH000000000028375,BAYOYONG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BASISTA,0105509000,BAYOYONG,0105509002,15.863748,120.379053
DOH000000000028374,ANAMBONGAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BASISTA,0105509000,ANAMBONGAN,0105509001,15.866944,120.387497
DOH000000000028373,SAN MARCELINO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BALUNGAO,0105507000,SAN MARCELINO,0105507018,15.935003,120.671754
DOH000000000028372,POBLACION MAIN HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BALUNGAO,0105507000,POBLACION,0105507008,15.89831,120.67195
DOH000000000028371,ANGAYAN NORTE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BALUNGAO,0105507000,ANGAYAN NORTE,0105507001,15.90187,120.699777
DOH000000000002835,CABUYAO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BOLINAO,0105514000,CABUYAO,0105514004,16.341468,119.892559
DOH000000000002834,ANGATEL BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,URBIZTONDO,0105545000,ANGATEL,0105545001,15.8112176,120.3421821
DOH000000000002824,PAITAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SANTA MARIA,0105539000,PAITAN,0105539011,15.966385,120.681423
DOH000000000002819,POZORRUBIO COMMUNITY HOSPITAL,Hospital,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,POZORRUBIO,010553000,TALOGTOG,0105530032,16.1064186,120.5404053
DOH000000000002816,LONGOS CENTRAL BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN FABIAN,0105533000,LONGOS,0105533014,16.105507,120.394865
DOH000000000002811,ORDOÑEZ MEDICAL HOSPITAL,Infirmary,Private,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,VILLASIS,0105547000,ZONE V (POB.),0105547012,15.9046669,120.5859985
DOH000000000027912,CABANAETAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MABINI,0105523000,CABANAETAN,0105523006,,
DOH000000000027911,BABUYAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,INFANTA,0105520000,BABUYAN,0105520014,15.87795,120.0333167
DOH000000000027910,URDANETA CITY HEALTH OFFICE III,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF URDANETA,0105546000,LABIT PROPER,0105546019,15.9576575,120.5304103
DOH000000000027908,ALAMINOS RHU I MAIN HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF ALAMINOS,0105503000,POBLACION,0105503021,16.156505,119.978697
DOH000000000027907,MAGTAKING BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BUGALLON,010551500,MAGTAKING,0105515013,15.982399,120.1901669
DOH000000000027905,BOLINAO RHU II MAIN HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BOLINAO,0105514000,LUCERO,0105514016,16.402405,119.925862
DOH000000000027902,ANDA RHU MAIN HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ANDA,0105505000,POBLACION,0105505014,16.289337,119.948221
DOH000000000027901,ALCALA MAIN HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,ALCALA,010550400,POBLACION EAST,0105504015,15.845486,120.521556
DOH000000000027900,MAGSAYSAY BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,AGNO,010550100,MAGSAYSAY,0105501011,16.0944347,119.788414
DOH000000000027898,AGNO RURAL HEALTH UNIT II,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,AGNO,0105501000,MAGSAYSAY,0105501011,16.096519,119.794034
DOH000000000027867,UMINGAN RURAL HEALTH UNIT II,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,CABARUAN,0105544011,15.907755,120.747528
DOH000000000002773,LABRADOR RURAL HEALTH UNIT,Rural Health Unit,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,LABRADOR,010552100,POBLACION,0105521006,16.026038,120.147194
DOH000000000002767,RILLERA MEDICAL HOSPITAL,Infirmary,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BOLINAO,010551400,GERMINAL (POB.),0105514011,16.3915882,119.8929443
DOH000000000002764,BALUNGAO RURAL HEALTH UNIT,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BALUNGAO,0105507000,POBLACION,0105507008,15.898333,120.671917
DOH000000000002745,ALCALA RURAL HEALTH UNIT,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,ALCALA,0105504000,POBLACION EAST,0105504015,15.845507,120.521517
DOH000000000002743,PANGAPISAN SUR BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,LINGAYEN (CAPITAL),0105522000,PANGAPISAN SUR,0105522027,16.0213176,120.2225821
DOH000000000000273,REGION I MEDICAL CENTER,Hospital,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,PANTAL,0105518022,16.048475,120.34189
DOH000000000002724,MALICO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,MALICO,0105536016,16.1755364,120.8685779
DOH000000000002710,TALOSPATANG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MALASIQUI,0105524000,TALOSPATANG,0105524069,15.91844,120.450316
DOH000000000002686,BENSICAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,BENSICAN,0105536001,16.102025,120.743654
DOH000000000002684,SANTA BARBARA MAIN HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SANTA BARBARA,0105538000,POBLACION NORTE,0105538021,16.001093,120.402749
DOH000000000002678,BOCACLIW BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,AGUILAR,010550200,BOCACLIW,0105502004,15.852022,120.256514
DOH000000000000265,URDANETA DISTRICT HOSPITAL,Hospital,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF URDANETA,010554600,DILAN PAURIDO,0105546018,15.9738579,120.5779419
DOH000000000002622,PONGLO-MUELAG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGATAREM,0105527000,PONGLO-MUELAG,0105527068,15.7939176,120.2755821
DOH000000000002611,DOYONG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF SAN CARLOS,010553200,DOYONG,0105532032,15.9541388,120.3575516
DOH000000000002605,BANAOANG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CALASIAO,0105517000,BANAOANG,0105517003,16.012394,120.337426
DOH000000000002589,BACNIT BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,MABINI,010552300,BACNIT,0105523002,16.033271,119.929133
DOH000000000025878,SANTO DOMINGO BARANGAY HEALTH CENTER,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN MANUEL,0105535000,SANTO DOMINGO,0105535018,16.0610352,120.6386185
DOH000000000025875,CABACARAAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN MANUEL,0105535000,CABACARAAN,0105535003,16.04998,120.681508
DOH000000000025868,QUIBAOL BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,LINGAYEN (CAPITAL),0105522000,QUIBAOL,0105522029,16.0036176,120.2315821
DOH000000000025866,POBLACION BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,LINGAYEN (CAPITAL),0105522000,POBLACION,0105522028,16.0277142,120.2330394
DOH000000000025865,SAN FRANCISCO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BUGALLON,010551500,SAN FRANCISCO,0105515023,15.9636176,120.1913821
DOH000000000025864,GUESET BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BUGALLON,010551500,GUESET,0105515009,15.9743176,120.1766821
DOH000000000025863,BACABAC BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BUGALLON,010551500,BACABAC,0105515004,15.9709176,120.2070821
DOH000000000025861,ASINAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BUGALLON,010551500,ASINAN,0105515002,15.9841176,120.2003821
DOH000000000025859,ANGARIAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BUGALLON,010551500,ANGARIAN,0105515001,15.9772176,120.2488821
DOH000000000025857,BONGALON BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,LABRADOR,010552100,BONGALON,0105521002,16.010111,120.154519
DOH000000000025856,MANAT BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,MANAT,0105513020,16.014362,120.281645
DOH000000000025855,CALOOCAN DUPO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,CALOOCAN DUPO,0105513034,16.043472,120.302092
DOH000000000025854,SAN PEDRO APARTADO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,ALCALA,010550400,SAN PEDRO APARTADO,0105504019,15.833651,120.565525
DOH000000000025849,"NORTHERN LUZON ADVENTIST HOSPITAL, INC.",Hospital,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,SISON,010554100,ARTACHO,0105541004,16.1933613,120.5149384
DOH000000000002584,SALASA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BUGALLON,010551500,SALASA,0105515019,15.9816176,120.2189821
DOH000000000002581,MORENO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,MORENO,0105512012,16.0831928,120.5971146
DOH000000000002571,BABASIT BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANAOAG,0105525000,BABASIT,0105525002,16.052463,120.467473
DOH000000000002568,TALOGTOG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGALDAN,0105526000,TALOGTOG,0105526030,16.082816,120.376809
DOH000000000002566,LAGUIT PADILLA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BUGALLON,010551500,LAGUIT PADILLA,0105515012,15.9488176,120.1814821
DOH000000000002565,DUMPAY BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BASISTA,0105509000,DUMPAY,0105509004,15.881638,120.388309
DOH000000000002536,TAYUG RURAL HEALTH UNIT,Rural Health Unit,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,TAYUG,010554300,BARANGAY D (POB.),0105543017,16.0265636,120.7439651
DOH000000000002519,LINGAYEN RURAL HEALTH UNIT II,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,LINGAYEN (CAPITAL),0105522000,DOMALANDAN CENTER,0105522009,16.0082176,120.1985821
DOH000000000002516,MALIMPUEC BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,LINGAYEN (CAPITAL),0105522000,MALIMPUEC,0105522020,16.0169176,120.1901821
DOH000000000002515,MALIMPIN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,DASOL,0105519000,MALIMPIN,0105519011,15.998564,119.908077
DOH000000000002514,DE GUZMAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,MABINI,010552300,DE GUZMAN,0105523010,16.039168,119.95275
DOH000000000000251,CARANGLAAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,CARANGLAAN,0105518012,,
DOH000000000002500,BOLINAO RURAL HEALTH UNIT II,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BOLINAO,0105514000,LUCERO,0105514016,16.402405,119.925862
DOH000000000000250,CARAMUTAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,VILLASIS,010554700,CARAMUTAN,0105547006,15.918154,120.610935
DOH000000000002493,PANGASCASAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BUGALLON,010551500,PANGASCASAN,0105515014,15.9340176,120.2681821
DOH000000000000249,CARAEL BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,CARAEL,0105518011,16.03873,120.316662
DOH000000000002478,TALOGTOG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,LAOAC,0105548000,TALOGTOG,0105548018,16.051251,120.528823
DOH000000000002473,AMAMPEREZ BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BAYAMBANG,010551100,AMAMPEREZ,0105511002,15.833248,120.421915
DOH000000000002458,SALAPINGAO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,SALAPINGAO,0105518028,16.05832,120.322029
DOH000000000002440,TAMARO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BAYAMBANG,010551100,TAMARO,0105511062,15.829444,120.45668
DOH000000000000243,MAPANDAN COMMUNITY HOSPITAL,Hospital,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,MAPANDAN,010552800,POBLACION,0105528014,16.0244713,120.4563217
DOH000000000002429,PATAYAK BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SANTA BARBARA,0105538000,PATAYAC,0105538019,15.963596,120.417787
DOH000000000002411,POLO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF ALAMINOS,010550300,POLO,0105503024,16.198,119.947403
DOH000000000002394,PASIMA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MALASIQUI,0105524000,PASIMA,0105524060,15.932759,120.394575
DOH000000000023631,SAN JUAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,SAN VICENTE,0105544055,15.849148,120.765927
DOH000000000023630,SAN JOAQUIN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BALUNGAO,0105507000,SAN JOAQUIN,0105507015,15.936781,120.695328
DOH000000000023629,SAN ANDRES BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BALUNGAO,0105507000,SAN ANDRES,0105507011,15.839095,120.686275
DOH000000000023628,PRADO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,PRADO,0105544048,15.890702,120.78889
DOH000000000023627,POBLACION I BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,POBLACION I,0105530026,16.119833,120.5351181
DOH000000000023625,POBLACION BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BURGOS,010551600,POBLACION,0105516007,,
DOH000000000023623,PALAMING BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF SAN CARLOS,010553200,PALAMING,0105532060,15.948957,120.319482
DOH000000000023622,OBONG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BASISTA,0105509000,OBONG,0105509009,15.853827,120.409536
DOH000000000023621,NANCAYASAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF URDANETA,010554600,NANCAYASAN,0105546027,15.9776403,120.5406626
DOH000000000023620,MAUBAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BALUNGAO,0105507000,MAUBAN,0105507007,15.897852,120.716356
DOH000000000023596,BINMALEY RURAL HEALTH UNIT II CAMALEY,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,CAMALEY,0105513012,15.997669,120.293897
DOH000000000023589,MALOKIAT BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,POZORRUBIO,0105530000,MALOKIAT,0105530020,16.1178799,120.5043564
DOH000000000023585,FLORES BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,FLORES,0105544028,15.934182,120.784663
DOH000000000023584,ESMERALDA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BALUNGAO,0105507000,ESMERALDA,0105507004,15.881272,120.712141
DOH000000000023583,CALOBAOAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF SAN CARLOS,010553200,CALOBAOAN,0105532025,15.8632176,120.3375821
DOH000000000023582,CABALITIAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,CABALITIAN,0105544010,15.92929,120.752251
DOH000000000023581,BUTAYA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF SAN CARLOS,0105532000,,,15.927468,120.350933
DOH000000000023580,BAYAOAS BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF URDANETA,010554600,BAYAOAS,0105546005,15.9762888,120.577963
DOH000000000002352,PASILENG NORTE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINALONAN,0105512000,PASILENG NORTE,0105512013,16.0374699,120.5976868
DOH000000000002345,PASIBI EAST BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,URBIZTONDO,0105545000,PASIBI EAST,0105545015,15.8554176,120.3799821
DOH000000000002326,LOPEZ FAMILY CLINIC AND HOSPITAL,Infirmary,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,MANGATAREM,010552700,GENERAL LUNA (POB.),0105527039,15.7854176,120.2898788
DOH000000000002315,PALAPAR SUR BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MALASIQUI,0105524000,PALAPAR SUR,0105524057,15.887918,120.494445
DOH000000000002300,MALILION BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN NICOLAS,0105536000,MALILION,0105536017,16.090449,120.741823
DOH000000000002274,POGO GRANDE BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,POGO GRANDE,0105518026,16.034521,120.337858
DOH000000000002273,KILLO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SISON,0105541000,KILLO,0105541018,16.1111298,120.5843048
DOH000000000002247,DEWEY BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BOLINAO,0105514000,DEWEY,0105514009,16.407364,119.960565
DOH000000000002221,DOLAOAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,ANDA,010550500,DOLAOAN,0105505007,16.3273563,119.9733887
DOH000000000002216,BAUTISTA RURAL HEALTH UNIT,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BAUTISTA,0105510000,POBLACION EAST,0105510012,15.811342,120.475881
DOH000000000002199,VILLASIS RURAL HEALTH UNIT,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,VILLASIS,0105547000,ZONE I (POB.),0105547013,15.901014,120.587426
DOH000000000002191,DIVINE MERCY FOUNDATION OF URDANETA HOSPITAL,Hospital,Private,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,CITY OF URDANETA,010554600,SAN VICENTE,0105546034,15.9777164,120.5637054
DOH000000000000217,EGUIA BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,DASOL,0105519000,EGUIA,0105519004,15.906131,119.884955
DOH000000000002158,ALAMINOS CITY HEALTH OFFICE II,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF ALAMINOS,0105503000,ALOS,0105503001,16.10015,119.965886
DOH000000000002146,NAGUILAYAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BINMALEY,0105513000,NAGUILAYAN,0105513021,16.003197,120.290896
DOH000000000002132,MANGATAREM DISTRICT HOSPITAL,Hospital,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,MANGATAREM,010552700,CASILAGAN,0105527029,15.7423172,120.3257828
DOH000000000002125,MARONONG BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SANTA BARBARA,0105538000,MARONONG,0105538014,15.982495,120.404669
DOH000000000002123,PATACBO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BASISTA,0105509000,PATACBO,0105509012,15.847916,120.425648
DOH000000000002071,TOBOR BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MALASIQUI,0105524000,TOBOR,0105524068,15.883352,120.511418
DOH000000000002067,UMINGAN RURAL HEALTH UNIT I,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,UMINGAN,0105544000,POBLACION WEST,0105544047,15.926306,120.840271
DOH000000000002037,REYNADO BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),010000000,PANGASINAN,010550000,BAYAMBANG,010551100,REYNADO,0105511055,15.785217,120.406713
DOH000000000002031,BOLOSAN BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,CITY OF DAGUPAN,0105518000,BOLOSAN,0105518006,16.046907,120.365392
DOH000000000002015,BASISTA RURAL HEALTH UNIT,Rural Health Unit,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,BASISTA,0105509000,POBLACION,0105509013,15.858627,120.3999
DOH000000000001986,RABON BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,SAN FABIAN,0105533000,RABON,0105533021,16.200183,120.418592
DOH000000000001982,DAVID BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MANGALDAN,0105526000,DAVID,0105526009,16.040062,120.428361
DOH000000000001966,TOMLING BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,MALASIQUI,0105524000,TOMLING,0105524074,15.863657,120.450893
DOH000000000001956,DOMALANDAN EAST BARANGAY HEALTH STATION,Barangay Health Station,Government,REGION I (ILOCOS REGION),0100000000,PANGASINAN,0105500000,LINGAYEN (CAPITAL),0105522000,DOMALANDAN EAST,0105522010,16.0076176,120.2030821
